,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
94,94,142634.0,1,2,2,44,-1,-2,-2,-1,-1,-1,84320.0,86168.0,64237.0,80481.0,42639.0,21880.0,9624.0,3317.0,5931.0,1498.0,23.0,16996.0,0
95,95,29927.0,1,2,1,57,0,0,-2,-2,-1,-1,-43515.0,-12610.0,-52713.0,-65864.0,-30728.0,-66817.0,625.0,112.0,349.0,6.0,0.0,341.0,0
96,96,17855.0,2,2,2,35,1,1,1,0,0,0,19001.0,26486.0,24734.0,114.0,9286.0,3734.0,1729.0,5798.0,4710.0,12560.0,1.0,8369.0,0
97,97,127579.0,1,2,2,50,0,0,1,-1,-1,-1,33505.0,5332.0,-5835.0,-21699.0,-10416.0,7269.0,11248.0,303.0,1220.0,682.0,1243.0,119.0,0
98,98,121778.0,2,3,1,33,0,1,2,1,1,1,79835.0,71729.0,68349.0,97177.0,75889.0,68562.0,3750.0,412.0,14134.0,825.0,5197.0,853.0,1
99,99,134390.0,2,2,2,33,-1,-1,-1,0,-1,-1,122664.0,94550.0,83743.0,60628.0,53617.0,56244.0,18273.0,10470.0,12132.0,10745.0,16457.0,11664.0,0
100,100,448059.0,1,2,1,40,-1,-1,-2,-2,-1,-1,90599.0,28411.0,32835.0,39847.0,12049.0,58302.0,1107.0,2079.0,4392.0,7.0,84.0,9269.0,0
101,101,19999.0,2,1,2,32,1,2,1,1,2,3,33224.0,14648.0,12272.0,34014.0,11139.0,-3889.0,167.0,5239.0,3668.0,2882.0,1233.0,3669.0,1
102,102,334266.0,2,2,1,25,1,-1,-1,-1,-1,-1,83406.0,27474.0,30506.0,57480.0,60679.0,60907.0,2668.0,4976.0,11580.0,12195.0,6876.0,2980.0,0
103,103,286035.0,2,2,1,28,-1,0,0,0,0,0,76128.0,64756.0,79431.0,91552.0,51709.0,71744.0,6433.0,11490.0,12887.0,714.0,404.0,11859.0,0
104,104,105227.0,2,1,1,27,3,1,1,2,2,1,-39275.0,-11599.0,-25822.0,-10387.0,-8274.0,-21882.0,1445.0,11200.0,3404.0,879.0,2218.0,1459.0,0
105,105,187164.0,2,2,1,38,0,0,0,0,0,-1,83973.0,48920.0,73427.0,83435.0,65071.0,61766.0,848.0,6179.0,11738.0,2034.0,37.0,24375.0,0
106,106,91486.0,2,3,2,43,-1,-1,-2,0,-1,-1,-9727.0,1997.0,-11214.0,15945.0,16171.0,29071.0,2911.0,5640.0,6976.0,729.0,2206.0,8391.0,0
107,107,147482.0,2,2,1,35,1,1,1,-1,0,-1,188327.0,135519.0,92783.0,128105.0,132088.0,154137.0,15776.0,874.0,9019.0,10699.0,435.0,8433.0,0
108,108,647158.0,2,3,2,27,-2,-2,-1,0,-1,-2,137007.0,109084.0,85891.0,89464.0,61083.0,72805.0,11121.0,20434.0,4482.0,8960.0,6837.0,10893.0,1
109,109,51628.0,2,1,1,34,-1,-1,0,-1,-1,-2,-119260.0,-26922.0,-46724.0,-70028.0,-35184.0,-80864.0,13065.0,982.0,4418.0,543.0,5.0,4.0,0
110,110,586779.0,2,1,1,52,-1,-1,-2,-2,-2,-2,210.0,4882.0,-20769.0,-702.0,4958.0,-17051.0,3245.0,630.0,1267.0,2987.0,76.0,18362.0,0
111,111,178733.0,1,2,1,39,0,1,0,0,-1,-1,94183.0,70702.0,68553.0,40584.0,27592.0,43521.0,4539.0,13216.0,3022.0,2222.0,365.0,9647.0,0
112,112,51408.0,2,2,1,41,1,0,0,1,1,0,30728.0,42086.0,48063.0,27425.0,9015.0,10548.0,2078.0,834.0,504.0,83.0,335.0,573.0,0
113,113,150299.0,1,2,1,28,0,0,0,-1,0,-1,82953.0,73576.0,143249.0,116692.0,78222.0,94092.0,2779.0,32399.0,2762.0,4206.0,118.0,11802.0,0
114,114,29300.0,2,1,2,25,-1,-1,-1,-1,-2,-2,21871.0,-8842.0,-14188.0,-24580.0,-27390.0,-39570.0,335.0,299.0,475.0,57.0,2.0,1667.0,1
115,115,95267.0,1,2,1,44,0,0,0,0,0,-1,-29111.0,12563.0,25180.0,842.0,3039.0,-1017.0,1387.0,3264.0,1256.0,194.0,590.0,1671.0,0
116,116,130774.0,1,1,3,32,1,0,-2,-1,-1,-1,-12181.0,-19187.0,-11471.0,-33625.0,-2672.0,4989.0,158.0,3486.0,5608.0,9327.0,68.0,11314.0,1
117,117,341964.0,2,1,2,36,0,1,-1,-1,-1,-2,197041.0,135796.0,145135.0,84835.0,94055.0,102651.0,1912.0,31649.0,9863.0,23795.0,16683.0,15346.0,1
118,118,189957.0,2,1,1,54,0,-1,-1,-1,-1,0,-16324.0,6055.0,-5874.0,-14535.0,15374.0,-10286.0,13422.0,12714.0,12840.0,9336.0,11496.0,1801.0,0
119,119,53584.0,2,2,2,33,0,1,1,2,1,1,20023.0,17772.0,5695.0,26567.0,49670.0,32037.0,984.0,12489.0,377.0,2374.0,1.0,23237.0,0
120,120,80279.0,2,2,2,26,0,0,0,-1,-2,-1,-22516.0,-7266.0,-15042.0,-35235.0,-16870.0,-2122.0,1579.0,11.0,2842.0,2935.0,0.0,3897.0,0
121,121,95395.0,1,1,2,34,1,-1,-2,-1,-1,-2,43865.0,19805.0,12530.0,19556.0,13701.0,29303.0,6.0,5.0,21.0,57.0,3.0,54.0,1
122,122,44896.0,1,2,2,22,1,2,1,1,0,-1,15556.0,7430.0,-14230.0,-4268.0,-3661.0,-17302.0,19266.0,31730.0,28530.0,35304.0,25615.0,28518.0,0
123,123,87496.0,2,2,3,27,-1,1,0,1,2,1,83142.0,68283.0,58072.0,71453.0,84853.0,69378.0,7443.0,18254.0,4116.0,4877.0,2625.0,7801.0,0
124,124,269238.0,1,2,1,37,1,-1,-1,-1,-1,0,108950.0,125608.0,111140.0,121244.0,124333.0,106095.0,7945.0,5871.0,953.0,7984.0,20968.0,5298.0,0
125,125,362840.0,1,3,2,40,-1,0,-1,-1,-1,-1,132825.0,75857.0,84637.0,161512.0,99586.0,95023.0,1008.0,277.0,9521.0,2744.0,1692.0,163.0,0
126,126,79496.0,2,2,3,33,-2,-1,-1,-1,-2,-1,-8706.0,12497.0,6722.0,9864.0,-2059.0,610.0,13965.0,451.0,228.0,2819.0,2805.0,8942.0,1
127,127,78545.0,1,1,2,42,0,0,1,2,2,0,75418.0,75012.0,81513.0,59400.0,74406.0,48914.0,3403.0,11216.0,1293.0,17387.0,1419.0,807.0,0
128,128,59799.0,1,2,1,39,0,-1,-1,-2,-2,-2,-26903.0,-21192.0,-24256.0,-19349.0,-10146.0,-24532.0,109.0,1688.0,5339.0,4425.0,59.0,13.0,0
129,129,296716.0,2,3,1,41,-2,-2,-2,-2,-2,-2,-4964.0,-7935.0,-18832.0,-2005.0,-109.0,1421.0,11359.0,457.0,2200.0,384.0,158.0,91.0,0
130,130,96712.0,2,3,2,34,1,0,0,-1,0,0,46238.0,40849.0,50400.0,31695.0,15364.0,-2002.0,263.0,0.0,64.0,93.0,0.0,9.0,0
131,131,37826.0,2,1,1,28,0,-1,0,1,1,0,59494.0,32782.0,84938.0,56688.0,69768.0,96712.0,576.0,24514.0,2379.0,408.0,1376.0,3510.0,1
132,132,112273.0,2,2,3,28,0,-2,0,-1,-1,0,71275.0,62977.0,45654.0,50402.0,37881.0,46999.0,8337.0,174.0,43.0,304.0,0.0,60.0,1
133,133,21529.0,2,1,2,23,1,0,1,0,1,0,-34068.0,-13594.0,-20183.0,-26695.0,-3884.0,2995.0,367.0,1643.0,3676.0,10276.0,656.0,2313.0,1
134,134,371192.0,2,3,1,35,0,-1,-2,-2,-2,-2,36550.0,9142.0,2575.0,-6580.0,-7205.0,-1641.0,87.0,101.0,11.0,17.0,41.0,192.0,0
135,135,74209.0,2,2,2,22,1,1,1,2,1,1,-11474.0,13301.0,-5414.0,2356.0,22198.0,23169.0,980.0,2667.0,104.0,13573.0,11.0,8555.0,0
136,136,192012.0,2,2,2,29,0,1,0,0,-1,-1,44926.0,67507.0,57976.0,72687.0,75890.0,75620.0,17469.0,26300.0,33249.0,15375.0,2768.0,10688.0,0
137,137,259040.0,2,2,1,34,1,2,1,1,1,0,146717.0,105812.0,121609.0,66034.0,36644.0,54960.0,669.0,3603.0,4425.0,3.0,249.0,10.0,1
138,138,19157.0,1,2,1,40,1,2,1,0,2,1,30980.0,10192.0,-1362.0,5186.0,6685.0,39349.0,1476.0,718.0,400.0,414.0,0.0,32.0,0
139,139,314579.0,1,3,2,52,1,0,0,0,-2,-2,97047.0,73102.0,100732.0,63139.0,42485.0,60305.0,9762.0,17658.0,69.0,408.0,172.0,5509.0,0
140,140,124200.0,2,2,2,27,1,1,2,1,0,0,76836.0,44672.0,39676.0,70647.0,57798.0,79168.0,5029.0,432.0,3507.0,1515.0,15.0,625.0,0
141,141,79477.0,2,2,2,27,0,0,0,0,0,0,-14339.0,15212.0,11765.0,18999.0,65184.0,68640.0,18310.0,44516.0,37211.0,21378.0,11127.0,7186.0,0
142,142,333967.0,1,5,1,37,0,1,1,0,0,0,10775.0,32197.0,41513.0,46617.0,42469.0,57750.0,4338.0,5206.0,3868.0,2740.0,387.0,16274.0,0
143,143,18375.0,1,3,1,27,0,1,2,0,1,1,19235.0,16434.0,-13481.0,-27189.0,-12471.0,12865.0,2309.0,484.0,2443.0,633.0,939.0,2211.0,0
144,144,148928.0,1,1,2,34,-1,0,1,0,-1,-1,86261.0,53817.0,88155.0,68228.0,62583.0,41536.0,3810.0,6132.0,2013.0,120.0,155.0,5017.0,1
145,145,212558.0,2,2,2,28,2,0,0,0,1,0,156820.0,99557.0,123598.0,90993.0,75650.0,69608.0,1566.0,1610.0,3805.0,450.0,2.0,1469.0,1
