,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
42,1,4.0,4,5,250.0,4,0,4.0,0,2,4.0,0,19.0,2,2,1.0,2,1.0,0,1,0
43,1,72.0,4,9,250.0,3,0,1.0,3,2,1.0,0,19.0,0,0,1.0,1,1.0,1,1,1
44,0,4.0,0,0,250.0,0,2,1.0,3,2,1.0,1,19.0,1,1,4.0,3,2.0,1,1,1
45,3,72.0,0,3,18424.0,1,0,4.0,3,2,4.0,0,19.0,1,2,1.0,0,1.0,1,1,1
46,0,4.0,2,8,250.0,0,4,1.0,1,0,1.0,3,19.0,1,0,1.0,0,1.0,1,0,1
47,1,4.0,2,1,250.0,0,2,1.0,3,2,1.0,0,19.0,2,2,1.0,0,2.0,1,0,0
48,3,4.0,0,1,18424.0,1,4,4.0,0,1,4.0,3,19.0,1,2,1.0,3,1.0,1,0,1
49,1,4.0,1,0,250.0,1,3,4.0,0,0,1.0,3,19.0,2,2,1.0,2,1.0,0,0,0
50,3,72.0,1,0,250.0,0,0,4.0,3,2,1.0,0,19.0,0,0,1.0,3,1.0,0,1,1
51,2,4.0,4,0,250.0,4,4,1.0,3,0,1.0,3,19.0,0,0,1.0,1,2.0,0,1,1
52,1,72.0,4,0,250.0,2,0,4.0,3,2,1.0,0,75.0,1,2,1.0,0,1.0,0,1,0
53,3,4.0,4,6,18424.0,4,0,4.0,1,2,4.0,1,19.0,1,0,1.0,1,1.0,0,1,1
54,0,4.0,3,9,250.0,0,0,1.0,0,2,1.0,3,19.0,2,2,1.0,3,1.0,0,1,0
55,0,4.0,0,9,250.0,0,4,1.0,0,2,1.0,0,75.0,1,2,4.0,3,1.0,1,1,1
56,0,4.0,4,9,250.0,2,2,1.0,0,0,1.0,3,75.0,0,0,4.0,3,2.0,0,0,1
57,2,72.0,0,3,18424.0,0,0,1.0,0,0,1.0,3,19.0,2,2,4.0,0,1.0,1,0,0
58,2,4.0,4,8,250.0,1,3,1.0,3,2,1.0,0,19.0,0,0,1.0,2,1.0,1,1,1
59,2,4.0,4,9,18424.0,3,4,1.0,0,0,1.0,3,19.0,0,0,1.0,3,2.0,0,0,0
60,2,4.0,4,6,250.0,2,0,1.0,1,2,1.0,0,75.0,1,0,1.0,3,1.0,0,0,0
61,3,72.0,2,5,250.0,2,0,1.0,1,2,4.0,0,19.0,2,0,1.0,0,1.0,0,1,1
62,3,72.0,4,9,250.0,4,3,1.0,3,2,1.0,0,19.0,0,1,1.0,1,1.0,1,1,1
63,3,4.0,4,0,250.0,4,0,4.0,3,1,1.0,0,19.0,2,2,1.0,1,2.0,0,0,0
64,1,4.0,0,9,18424.0,4,4,1.0,0,0,1.0,3,19.0,1,2,4.0,0,2.0,1,0,1
65,1,72.0,1,0,250.0,0,0,1.0,3,2,1.0,1,19.0,2,2,4.0,2,2.0,1,1,1
66,1,72.0,4,9,250.0,4,0,1.0,3,2,1.0,2,75.0,1,0,1.0,1,1.0,0,1,1
67,1,4.0,4,1,250.0,4,3,1.0,3,2,1.0,0,19.0,1,0,1.0,2,1.0,0,1,1
68,0,4.0,0,9,18424.0,0,3,1.0,0,0,1.0,3,75.0,2,2,4.0,2,2.0,1,0,0
69,3,72.0,0,0,250.0,4,4,4.0,3,0,1.0,0,19.0,0,2,4.0,1,1.0,1,1,1
70,0,4.0,4,9,250.0,0,0,1.0,2,2,4.0,0,19.0,1,0,1.0,3,1.0,1,1,1
71,3,72.0,0,2,18424.0,4,4,1.0,0,0,4.0,3,19.0,0,2,4.0,0,1.0,0,0,0
72,1,4.0,2,4,250.0,0,4,1.0,3,2,1.0,1,75.0,0,2,4.0,3,2.0,1,0,1
73,3,4.0,0,0,18424.0,2,4,4.0,1,0,1.0,3,19.0,0,2,4.0,0,1.0,1,1,1
74,3,72.0,2,0,250.0,0,2,1.0,3,2,1.0,2,19.0,0,0,1.0,1,2.0,0,1,1
75,1,4.0,2,2,250.0,4,4,1.0,1,0,1.0,1,75.0,1,2,1.0,3,2.0,1,0,0
76,1,4.0,1,9,18424.0,1,4,1.0,0,0,1.0,3,19.0,1,2,4.0,0,2.0,1,0,0
77,1,72.0,0,7,250.0,0,3,1.0,0,1,4.0,3,19.0,2,0,4.0,0,1.0,1,1,1
78,2,72.0,0,9,18424.0,4,2,1.0,0,0,1.0,3,19.0,2,1,4.0,0,1.0,1,1,1
79,2,72.0,0,2,250.0,2,1,1.0,3,2,1.0,0,19.0,0,0,1.0,0,1.0,1,1,1
80,2,4.0,4,9,250.0,4,4,1.0,2,1,1.0,0,19.0,2,1,1.0,0,2.0,1,0,0
81,1,4.0,0,7,250.0,0,3,1.0,0,0,4.0,2,19.0,1,1,1.0,1,2.0,1,0,0
82,1,4.0,4,0,18424.0,0,0,1.0,2,1,1.0,3,19.0,2,1,1.0,1,1.0,0,0,0
83,3,4.0,4,0,250.0,4,2,1.0,2,0,4.0,2,19.0,0,0,1.0,3,1.0,0,0,0
84,2,4.0,0,2,250.0,0,4,1.0,0,2,1.0,1,19.0,1,2,1.0,2,1.0,1,0,0
85,0,4.0,3,2,250.0,3,4,1.0,2,0,1.0,2,19.0,1,0,1.0,1,2.0,1,0,0
86,3,4.0,0,0,250.0,3,4,4.0,1,2,1.0,1,19.0,0,0,1.0,3,1.0,1,1,1
87,2,72.0,0,4,250.0,4,4,1.0,3,0,1.0,0,19.0,0,0,1.0,1,1.0,0,1,1
88,3,72.0,1,0,18424.0,0,0,1.0,3,1,4.0,2,19.0,0,0,4.0,0,2.0,0,0,0
89,3,4.0,4,8,250.0,4,2,4.0,3,2,1.0,0,19.0,0,2,1.0,3,1.0,0,1,0
90,1,4.0,4,9,18424.0,0,0,1.0,3,1,4.0,2,19.0,0,2,4.0,3,2.0,1,0,0
91,1,72.0,3,7,250.0,4,3,1.0,0,0,4.0,2,19.0,1,0,1.0,0,1.0,0,1,1
92,0,4.0,3,0,250.0,4,0,4.0,3,2,4.0,0,19.0,2,2,1.0,3,1.0,0,1,1
93,1,4.0,3,7,250.0,4,4,1.0,1,0,1.0,2,19.0,2,2,1.0,0,2.0,1,0,0
94,2,4.0,0,5,18424.0,0,4,4.0,0,0,4.0,1,19.0,0,0,4.0,3,1.0,1,0,1
95,2,4.0,1,0,703.233814239502,0,4,1.0,0,0,1.0,2,19.0,0,0,4.0,3,2.0,1,0,1
96,3,72.0,0,0,18424.0,4,1,4.0,1,0,1.0,3,19.0,2,2,1.0,0,1.0,0,1,0
97,1,72.0,1,2,250.0,1,0,4.0,3,0,1.0,0,75.0,0,2,4.0,3,2.0,1,0,0
98,3,72.0,1,1,18424.0,0,0,1.0,3,2,1.0,0,75.0,0,2,1.0,1,1.0,1,1,0
99,2,4.0,4,0,18424.0,2,4,1.0,2,0,1.0,3,19.0,0,0,1.0,3,2.0,0,0,1
100,3,4.0,1,9,18424.0,4,4,1.0,0,1,1.0,3,19.0,1,0,1.0,0,1.0,1,1,1
101,3,4.0,0,0,18424.0,4,3,4.0,3,0,1.0,1,19.0,0,1,1.0,2,1.0,0,1,0
102,3,72.0,4,9,18424.0,4,0,1.0,3,2,4.0,0,19.0,0,1,1.0,3,1.0,0,1,0
103,2,4.0,0,1,18424.0,3,4,1.0,0,0,1.0,3,19.0,0,0,1.0,0,2.0,1,0,1
104,1,4.0,1,0,18424.0,0,4,1.0,0,0,1.0,3,19.0,0,0,4.0,3,2.0,0,0,1
105,1,4.0,0,9,250.0,0,4,1.0,0,2,1.0,3,19.0,2,2,4.0,2,2.0,1,0,1
106,3,4.0,4,7,250.0,1,2,4.0,3,2,1.0,0,75.0,0,2,1.0,3,1.0,1,1,0
107,1,4.0,0,2,250.0,4,2,4.0,3,2,1.0,0,19.0,1,1,1.0,1,1.0,1,1,1
108,0,4.0,4,9,18424.0,4,4,1.0,0,0,1.0,3,75.0,0,0,4.0,3,2.0,0,0,1
109,0,4.0,4,6,250.0,0,2,1.0,3,1,1.0,1,19.0,0,2,4.0,3,2.0,1,0,0
110,0,4.0,0,1,250.0,0,1,1.0,2,2,1.0,0,19.0,0,2,4.0,3,1.0,1,1,1
111,1,4.0,0,0,250.0,1,2,1.0,3,1,1.0,0,19.0,2,2,1.0,1,2.0,1,0,0
112,3,72.0,4,0,18424.0,4,0,1.0,1,0,1.0,2,19.0,0,0,1.0,3,2.0,0,0,0
113,3,4.0,1,0,250.0,3,0,4.0,1,0,1.0,3,19.0,1,0,1.0,1,1.0,0,1,1
114,3,4.0,1,0,250.0,4,4,1.0,3,0,1.0,2,19.0,0,1,1.0,3,2.0,0,0,0
115,1,4.0,2,4,250.0,1,4,4.0,2,2,1.0,0,19.0,0,0,1.0,3,1.0,1,1,1
116,2,4.0,1,0,18424.0,0,0,1.0,0,2,4.0,2,19.0,2,1,1.0,3,1.0,1,1,1
117,3,4.0,0,0,250.0,0,2,4.0,1,2,4.0,0,19.0,1,2,4.0,3,1.0,1,1,1
118,3,4.0,0,6,18424.0,2,0,1.0,0,0,4.0,2,19.0,2,0,1.0,0,1.0,1,1,1
119,0,4.0,0,8,18424.0,4,4,4.0,1,0,4.0,1,19.0,0,2,4.0,3,1.0,1,0,0
120,0,4.0,3,7,18424.0,2,4,1.0,0,0,1.0,3,75.0,0,1,1.0,3,2.0,0,0,1
121,1,4.0,3,0,250.0,3,4,4.0,3,2,1.0,0,75.0,0,2,1.0,3,2.0,0,0,0
122,0,4.0,0,7,250.0,1,4,1.0,0,0,4.0,3,19.0,2,2,4.0,0,1.0,1,1,1
123,0,4.0,4,9,250.0,4,2,1.0,0,2,1.0,3,19.0,0,0,1.0,3,1.0,0,1,1
124,0,4.0,4,9,250.0,3,4,1.0,0,0,1.0,3,19.0,2,0,1.0,2,2.0,0,0,0
125,0,72.0,3,9,250.0,4,1,1.0,3,2,1.0,0,75.0,0,2,1.0,3,1.0,1,1,1
126,1,4.0,3,7,18424.0,4,0,1.0,0,0,1.0,3,75.0,2,2,1.0,1,1.0,0,0,0
127,3,72.0,0,1,18424.0,3,1,1.0,3,0,4.0,3,19.0,0,2,4.0,0,1.0,1,0,0
128,3,72.0,0,0,250.0,3,4,4.0,3,1,1.0,0,19.0,0,0,1.0,3,1.0,1,1,1
129,2,72.0,2,7,18424.0,3,2,1.0,3,0,1.0,2,19.0,0,2,4.0,2,2.0,0,0,0
130,0,4.0,1,0,250.0,0,4,1.0,3,2,1.0,1,19.0,2,2,1.0,1,2.0,1,0,0
131,1,72.0,4,6,250.0,3,0,1.0,3,2,1.0,0,19.0,0,0,1.0,3,1.0,0,1,1
132,1,4.0,3,9,18424.0,0,4,1.0,0,0,1.0,3,19.0,0,0,4.0,3,1.0,1,1,1
133,0,4.0,2,2,18424.0,0,3,1.0,3,0,1.0,3,75.0,0,0,4.0,2,2.0,0,0,1
134,0,4.0,4,9,18424.0,4,4,1.0,1,0,1.0,2,75.0,0,0,1.0,2,1.0,0,1,1
135,3,72.0,3,1,250.0,2,0,4.0,3,2,1.0,0,19.0,1,1,1.0,2,1.0,0,1,1
136,1,4.0,0,0,250.0,0,3,4.0,0,1,4.0,0,19.0,2,2,1.0,3,1.0,1,1,0
137,3,72.0,0,9,250.0,4,1,4.0,0,1,1.0,0,19.0,2,2,1.0,0,1.0,1,1,0
138,3,72.0,4,4,18424.0,2,0,1.0,1,2,1.0,2,19.0,2,1,1.0,0,1.0,1,1,0
139,2,4.0,1,0,250.0,0,4,1.0,2,2,1.0,1,19.0,0,0,1.0,2,2.0,1,0,0
140,1,4.0,0,7,18424.0,0,4,1.0,0,0,1.0,3,19.0,2,2,4.0,0,2.0,1,0,0
141,0,4.0,4,9,250.0,3,4,1.0,3,0,1.0,3,75.0,0,1,1.0,2,2.0,1,0,1
142,3,72.0,4,9,18424.0,0,0,1.0,0,2,4.0,0,19.0,0,0,4.0,3,1.0,1,1,1
143,1,4.0,1,0,250.0,4,4,1.0,3,0,1.0,0,19.0,1,2,1.0,3,2.0,1,0,0
144,2,4.0,4,9,250.0,4,0,4.0,3,2,4.0,0,19.0,0,0,1.0,3,1.0,0,1,1
145,3,4.0,0,0,18424.0,0,3,1.0,0,0,1.0,3,19.0,0,0,1.0,1,2.0,1,0,0
146,0,72.0,2,9,250.0,4,1,1.0,3,1,1.0,1,75.0,0,2,1.0,2,1.0,0,1,1
147,0,72.0,4,9,18424.0,0,0,1.0,3,2,1.0,2,75.0,0,0,4.0,3,1.0,0,1,1
148,0,4.0,4,9,250.0,1,1,1.0,0,2,1.0,0,19.0,2,0,1.0,3,2.0,0,0,0
149,2,4.0,4,8,18424.0,2,1,1.0,0,0,1.0,3,19.0,2,0,1.0,1,1.0,0,0,0
150,3,4.0,3,8,250.0,4,1,4.0,3,2,4.0,0,19.0,0,2,1.0,3,1.0,1,1,0
151,3,4.0,2,9,18424.0,4,4,1.0,0,0,1.0,1,19.0,0,2,1.0,3,2.0,1,0,0
152,0,4.0,2,8,18424.0,2,0,1.0,3,0,1.0,2,75.0,0,2,4.0,0,1.0,1,1,1
153,3,72.0,1,0,250.0,0,0,4.0,3,2,1.0,0,19.0,0,2,1.0,2,1.0,1,1,0
154,2,4.0,2,1,250.0,4,0,4.0,2,2,1.0,0,19.0,1,2,1.0,3,1.0,0,1,0
155,3,4.0,4,9,18424.0,4,0,1.0,3,0,4.0,2,19.0,0,0,1.0,1,1.0,0,0,1
156,0,4.0,2,9,250.0,0,4,4.0,0,1,1.0,2,75.0,2,2,1.0,3,2.0,1,0,0
157,3,72.0,4,9,18424.0,4,0,1.0,0,0,1.0,3,19.0,2,0,1.0,0,1.0,0,0,1
158,2,4.0,4,9,18424.0,4,3,1.0,3,0,1.0,2,19.0,0,2,1.0,1,2.0,1,0,0
159,0,4.0,4,1,250.0,0,3,1.0,3,2,1.0,0,19.0,0,0,1.0,3,2.0,0,0,1
160,0,4.0,3,9,250.0,0,0,1.0,1,2,1.0,1,75.0,2,2,1.0,2,1.0,1,1,1
161,0,4.0,3,5,250.0,0,3,1.0,3,2,4.0,3,19.0,2,0,4.0,0,2.0,0,1,1
162,2,4.0,4,9,250.0,4,1,1.0,2,0,1.0,2,75.0,2,2,1.0,0,1.0,0,0,0
163,3,4.0,1,1,18424.0,0,4,1.0,2,2,4.0,3,19.0,0,1,4.0,1,2.0,1,0,1
164,2,72.0,0,0,250.0,0,0,4.0,3,1,1.0,0,19.0,0,2,4.0,1,2.0,1,0,0
165,2,72.0,0,0,250.0,2,0,4.0,0,1,4.0,0,19.0,2,2,1.0,2,1.0,0,1,1
166,1,4.0,0,1,18424.0,0,3,1.0,0,1,1.0,3,19.0,2,2,4.0,1,2.0,1,0,0
167,0,4.0,0,0,250.0,2,4,1.0,0,0,1.0,2,19.0,1,0,4.0,3,2.0,0,0,1
168,0,72.0,0,5,250.0,2,4,1.0,3,0,1.0,1,19.0,0,2,4.0,1,2.0,1,0,0
169,1,72.0,0,2,250.0,1,3,1.0,3,0,1.0,1,75.0,0,2,4.0,0,1.0,1,1,1
170,0,4.0,1,0,250.0,0,0,1.0,3,2,4.0,0,19.0,0,0,1.0,3,1.0,0,1,1
171,0,4.0,4,9,250.0,4,3,1.0,1,0,1.0,3,19.0,2,0,1.0,0,2.0,0,0,0
172,0,4.0,4,9,250.0,4,4,1.0,1,1,1.0,1,19.0,1,1,1.0,1,2.0,1,0,0
173,1,4.0,1,7,18424.0,3,3,1.0,1,2,4.0,0,19.0,0,2,1.0,3,1.0,1,0,0
174,1,4.0,4,9,250.0,2,0,1.0,0,2,4.0,1,19.0,2,1,1.0,0,1.0,0,1,0
175,3,4.0,0,9,18424.0,0,3,1.0,0,2,1.0,3,19.0,1,2,1.0,3,1.0,1,1,1
176,1,4.0,2,1,250.0,0,2,1.0,3,0,4.0,3,75.0,1,2,4.0,3,2.0,1,0,0
177,3,4.0,0,0,250.0,0,4,4.0,0,2,1.0,2,19.0,0,0,1.0,3,1.0,0,1,1
178,2,4.0,4,5,250.0,4,0,4.0,3,1,1.0,1,19.0,2,2,1.0,3,1.0,0,0,0
179,3,72.0,4,9,18424.0,4,1,1.0,3,1,1.0,2,19.0,0,0,1.0,0,1.0,0,1,1
180,0,4.0,0,0,250.0,0,4,4.0,1,2,1.0,1,19.0,2,2,1.0,2,1.0,1,1,0
181,3,4.0,4,8,250.0,4,1,4.0,3,2,1.0,0,19.0,1,1,1.0,0,1.0,1,1,1
182,1,4.0,0,4,250.0,0,4,1.0,0,1,1.0,2,19.0,0,1,4.0,3,2.0,1,0,1
183,2,4.0,0,4,250.0,0,2,4.0,0,2,1.0,0,19.0,2,2,1.0,3,1.0,1,1,0
184,2,4.0,1,1,250.0,0,4,1.0,1,2,1.0,3,19.0,1,1,4.0,3,2.0,1,1,1
185,3,72.0,2,8,250.0,4,0,4.0,3,1,1.0,0,19.0,1,1,1.0,0,1.0,1,1,0
186,1,72.0,0,5,250.0,0,2,4.0,2,0,1.0,0,19.0,0,2,4.0,0,2.0,1,1,1
187,0,72.0,0,7,250.0,0,0,4.0,3,2,1.0,0,19.0,2,2,4.0,1,1.0,1,1,1
188,0,4.0,0,6,250.0,0,1,1.0,3,1,3.9391263723373413,2,19.0,2,2,4.0,0,1.0,1,1,0
189,2,72.0,0,0,11739.890994310379,4,2,1.0,0,0,1.0,2,19.0,0,2,1.0,2,1.0,0,0,0
190,3,4.0,2,0,250.0,4,0,4.0,2,2,1.0,0,19.0,1,1,1.0,3,1.0,0,1,1
191,1,4.0,1,3,18424.0,2,0,1.0,3,0,4.0,1,75.0,0,2,4.0,3,2.0,1,0,0
192,0,4.0,0,9,18424.0,1,4,1.0,0,0,1.0,3,19.0,0,2,4.0,0,1.0,1,0,1
193,0,4.0,1,6,18424.0,0,0,1.0,3,0,1.0,3,75.0,1,2,4.0,3,2.0,1,0,0
194,1,4.0,2,0,18424.0,0,0,1.0,2,0,1.0,3,19.0,2,1,1.0,2,1.0,0,0,0
195,0,4.0,4,5,250.0,3,3,1.0,3,0,1.0,3,75.0,2,2,3.7820883989334106,3,2.0,0,0,1
196,3,72.0,4,8,250.0,4,0,1.0,3,2,1.0,0,19.0,2,0,1.0,0,1.0,0,1,0
197,0,4.0,0,1,250.0,0,0,1.0,0,2,1.0,1,19.0,2,2,4.0,3,1.0,1,1,1
198,3,72.0,4,9,18424.0,4,0,1.0,2,2,4.0,1,19.0,0,1,1.0,3,1.0,0,1,1
199,0,4.0,0,0,250.0,0,0,4.0,0,2,1.0,0,19.0,2,2,1.0,3,2.0,0,0,0
200,2,72.0,0,0,250.0,0,1,4.0,3,2,1.0,0,19.0,0,2,4.0,3,2.0,0,0,1
201,0,4.0,0,9,250.0,4,4,4.0,0,0,1.0,3,19.0,2,2,4.0,0,1.0,1,0,0
202,3,4.0,4,8,18424.0,4,3,1.0,0,1,4.0,2,19.0,0,0,1.0,3,1.0,0,1,1
203,3,4.0,3,3,250.0,2,3,1.0,3,1,4.0,0,19.0,1,2,1.0,0,2.0,1,0,0
204,3,4.0,0,0,250.0,0,0,1.0,0,2,4.0,1,19.0,2,0,1.0,0,1.0,0,1,1
205,3,72.0,3,9,250.0,4,4,1.0,1,0,1.0,1,19.0,1,2,1.0,0,1.0,0,0,0
206,2,72.0,0,4,250.0,0,0,4.0,3,2,1.0,0,19.0,0,2,4.0,3,1.0,1,1,1
207,0,72.0,1,9,250.0,4,4,1.0,3,0,4.0,1,75.0,0,2,4.0,2,1.0,1,0,1
208,0,4.0,0,6,250.0,0,0,1.0,3,2,1.0,0,75.0,0,2,4.0,3,1.0,1,1,1
209,0,4.0,0,0,250.0,0,1,1.0,0,0,1.0,3,19.0,2,2,4.0,1,2.0,1,0,0
210,2,4.0,0,1,250.0,0,0,1.0,0,0,1.0,3,19.0,2,1,4.0,0,1.0,1,1,1
211,2,72.0,0,9,18424.0,0,2,1.0,0,2,4.0,1,19.0,0,1,4.0,3,2.0,1,0,1
212,0,4.0,4,9,250.0,4,4,1.0,3,1,1.0,1,75.0,0,0,1.0,3,2.0,1,0,1
213,2,4.0,0,0,250.0,0,1,1.0,2,2,4.0,0,19.0,0,0,1.0,3,1.0,1,1,1
214,0,4.0,0,0,18424.0,0,3,1.0,0,0,1.0,3,19.0,2,0,4.0,1,2.0,0,0,1
215,1,4.0,2,9,18424.0,1,4,4.0,3,1,1.0,1,75.0,0,2,4.0,3,2.0,1,0,0
216,3,72.0,1,0,18424.0,4,4,1.0,1,0,1.0,3,19.0,0,0,1.0,0,1.0,0,0,1
217,3,4.0,3,0,250.0,3,4,1.0,2,1,4.0,1,19.0,0,0,1.0,1,1.0,1,1,0
218,3,4.0,4,9,250.0,2,2,1.0,0,2,4.0,2,19.0,2,0,1.0,0,2.0,1,0,0
219,3,72.0,0,8,18424.0,2,2,1.0,1,0,4.0,1,19.0,1,2,1.0,1,2.0,1,0,0
220,3,4.0,4,7,250.0,4,4,1.0,3,2,1.0,0,19.0,0,1,1.0,1,2.0,1,0,0
221,0,4.0,1,9,18424.0,4,4,1.0,0,0,1.0,2,75.0,2,2,1.0,2,2.0,1,0,0
222,2,4.0,4,0,250.0,4,0,1.0,3,2,4.0,2,19.0,2,0,1.0,3,1.0,0,0,0
223,0,4.0,1,8,18424.0,3,4,4.0,0,0,4.0,3,75.0,0,2,4.0,3,1.0,1,0,0
224,0,4.0,0,2,250.0,0,4,1.0,3,0,1.0,3,19.0,0,2,4.0,1,2.0,1,0,1
225,3,4.0,0,0,250.0,2,3,4.0,3,2,1.0,0,19.0,0,0,1.0,3,1.0,1,1,1
226,2,4.0,4,9,18424.0,4,4,1.0,0,0,1.0,3,75.0,0,0,1.0,2,2.0,0,0,1
227,2,4.0,0,0,250.0,2,0,4.0,1,0,2.7808948755264282,3,19.0,2,2,1.0,2,1.0,0,1,0
228,3,4.0,4,0,250.0,4,0,4.0,3,2,4.0,0,19.0,1,0,1.0,3,1.0,0,1,0
229,1,4.0,0,1,250.0,4,4,1.0,3,2,1.0,0,19.0,0,2,1.0,0,1.0,1,1,0
230,0,4.0,4,3,250.0,4,0,1.0,0,1,4.0,3,19.0,2,0,1.0,1,1.0,0,0,0
231,3,4.0,4,9,250.0,4,3,1.0,1,2,4.0,0,19.0,2,0,1.0,2,1.0,1,1,0
232,0,4.0,0,0,250.0,0,2,4.0,0,2,4.0,0,19.0,2,2,4.0,3,2.0,1,1,0
233,1,72.0,0,1,250.0,0,4,1.0,3,0,1.0,2,19.0,0,2,4.0,0,2.0,1,0,1
234,0,72.0,4,0,250.0,0,0,1.0,0,2,1.0,3,19.0,2,1,4.0,2,1.0,0,1,1
