,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
15,370000.0,1,1,1,68,0,0,0,0,0,0,258397,77910,61440.0,161651.0,64965.0,52585.0,3500.0,1258.0,0.0,3100.0,5500.0,23011.0,0
16,70000.0,1,1,3,40,0,0,2,2,0,0,67474,68358,68799.0,69746.0,71070.0,67568.0,6005.0,2500.0,0.0,2600.0,5400.0,5000.0,0
17,260000.0,1,2,2,38,0,0,0,0,0,0,259394,274731,235796.0,239410.0,240521.0,321979.0,9166.0,9000.0,9013.0,9319.0,50539.0,9395.0,0
18,30000.0,0,3,2,40,0,0,0,0,3,2,24172,23497,22422.0,20718.0,20116.0,18163.0,1800.0,1299.0,1800.0,0.0,0.0,400.0,0
19,400000.0,0,1,2,42,0,0,0,0,0,0,49354,53811,55039.0,57972.0,51049.0,22972.0,10000.0,4927.0,2706.0,10000.0,7000.0,21032.0,0
20,50000.0,1,2,2,63,0,0,0,0,0,0,42624,42561,43414.0,39672.0,11590.0,10751.0,1655.0,2000.0,2001.0,500.0,492.0,430.0,0
21,120000.0,1,3,2,35,0,0,0,0,0,0,45117,46276,46247.0,45812.0,39808.0,34091.0,2000.0,1732.0,1860.0,1410.0,1706.0,890.0,0
22,390000.0,1,2,2,44,2,0,0,0,0,0,424244,441048,446224.0,334456.0,324487.0,290003.0,16005.0,312723.0,13534.0,10507.0,10823.0,50110.0,1
23,50000.0,1,1,2,25,1,-1,2,-1,-1,-1,4873,20190,8808.0,4256.0,316.0,1552.0,20108.0,0.0,4230.0,316.0,1070.0,0.0,0
24,20000.0,0,2,2,38,0,0,0,0,0,0,8337,10039,11106.0,11443.0,11420.0,12191.0,2000.0,1503.0,1000.0,1000.0,1000.0,1003.0,0
25,60000.0,0,2,2,38,2,0,0,0,0,0,37749,36877,38061.0,39065.0,39933.0,39362.0,2000.0,1800.0,1500.0,1700.0,1300.0,1420.0,1
26,230000.0,1,2,2,33,1,-2,-1,-1,-2,-1,0,0,402.0,0.0,0.0,1650.0,0.0,780.0,0.0,0.0,1650.0,0.0,0
27,50000.0,0,2,2,47,0,0,0,0,0,0,11066,12092,13047.0,14217.0,13833.0,11307.0,2000.0,2000.0,2000.0,1048.0,2000.0,2100.0,0
28,20000.0,0,2,2,30,0,0,0,0,0,0,18490,19418,19090.0,20021.0,20204.0,19863.0,1466.0,2000.0,1000.0,1000.0,1035.0,800.0,0
29,50000.0,0,2,1,27,0,0,2,2,2,0,35215,37549,34757.0,31857.0,16205.0,19231.0,3800.0,0.0,3003.0,0.0,975.0,0.0,0
30,230000.0,0,2,1,27,-2,-2,-2,-2,-2,-2,416,162,416.0,390.0,1374.0,0.0,162.0,396.0,390.0,2000.0,0.0,0.0,0
31,300000.0,1,2,1,34,0,0,0,0,0,0,31808,31611,32597.0,32372.0,33102.0,34201.0,4000.0,3900.0,901.0,1500.0,2000.0,551.0,0
32,500000.0,1,1,1,37,0,0,0,0,0,0,507062,512650,499936.0,569034.0,155083.0,183033.0,26868.0,25100.0,18000.0,50000.0,15004.0,30000.0,0
33,200000.0,1,1,2,48,0,0,0,0,0,0,93713,91523,96174.0,91556.0,77655.0,70224.0,3224.0,3500.0,3000.0,2763.0,3000.0,3200.0,0
34,30000.0,1,2,2,38,1,2,2,0,-1,-1,26851,28230,31688.0,24092.0,23488.0,5017.0,3000.0,0.0,631.0,2636.0,6000.0,339.0,0
35,260000.0,1,2,2,38,-1,-1,2,2,-2,-2,5992,9617,6455.0,7143.0,367.0,0.0,9422.0,0.0,20000.0,0.0,0.0,0.0,0
36,150000.0,0,2,2,55,0,0,0,0,0,0,139406,141383,122164.0,117912.0,107280.0,107762.0,5545.0,4500.0,4200.0,4200.0,4167.0,3500.0,0
37,20000.0,0,2,2,62,0,0,0,-2,-2,-2,10400,3701,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0
38,50000.0,0,3,2,44,0,0,0,0,0,0,35145,34110,34605.0,34776.0,19666.0,20227.0,1728.0,1600.0,3800.0,1500.0,2386.0,2000.0,1
39,80000.0,1,2,1,36,0,0,0,0,0,0,68931,68884,67881.0,64863.0,67771.0,67562.0,3000.0,2226.0,2400.0,2500.0,4800.0,4000.0,0
40,70000.0,0,3,2,46,0,0,0,0,0,0,116630,97093,12605.0,48455.0,45618.0,37799.0,5000.0,2200.0,4000.0,2500.0,1578.0,9013.0,0
41,90000.0,1,2,1,37,0,0,0,0,0,-2,16959,18472,14776.0,1867.0,0.0,0.0,2022.0,4038.0,58.0,0.0,0.0,0.0,0
42,160000.0,1,1,2,31,1,2,0,0,0,0,83255,88294,87736.0,82233.0,78774.0,72173.0,0.0,4300.0,4000.0,3000.0,2800.0,2366.0,0
43,20000.0,1,2,2,54,0,0,0,0,0,2,18355,14990,13937.0,15685.0,16753.0,17393.0,1329.0,2000.0,2721.0,2000.0,0.0,1701.0,1
44,30000.0,1,1,1,45,0,0,0,0,-1,0,29993,29890,28068.0,11882.0,2917.0,0.0,1600.0,2000.0,59.0,3208.0,0.0,17458.0,0
45,130000.0,0,2,2,58,0,0,0,0,0,0,210628,195764,162143.0,141834.0,133721.0,131656.0,5805.0,7726.0,4721.0,5029.0,5000.0,3500.0,0
46,50000.0,0,1,2,44,0,0,0,0,0,0,49887,49515,38680.0,29664.0,12856.0,27184.0,2000.0,2010.0,940.0,600.0,780.0,734.0,0
47,90000.0,1,1,2,38,2,2,2,0,0,2,88937,90376,88122.0,86706.0,87385.0,88745.0,4300.0,0.0,3172.0,6100.0,0.0,6900.0,1
48,130000.0,1,2,2,58,0,0,0,0,0,0,89913,126322,55359.0,57174.0,55585.0,57360.0,3000.0,3000.0,2000.0,2000.0,2100.0,5000.0,0
49,240000.0,1,2,2,29,1,2,2,2,2,2,2500,1725,1196.0,1200.0,300.0,69438.0,0.0,7.0,0.0,0.0,63000.0,35200.0,0
50,20000.0,0,2,2,62,1,-2,-2,-2,-2,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,0.0,19409.0,0
51,70000.0,0,2,2,67,2,2,0,0,0,0,70457,58103,56741.0,28198.0,8706.0,10332.0,0.0,4500.0,1000.0,1000.0,2000.0,1400.0,0
52,40000.0,1,1,2,28,0,0,2,0,0,0,38849,41362,41843.0,41890.0,45008.0,44213.0,3600.0,0.0,2000.0,1800.0,2000.0,2000.0,0
53,200000.0,1,2,1,30,0,0,0,0,0,0,179063,85799,92195.0,91367.0,88406.0,89566.0,4000.0,2969.0,3100.0,3500.0,3200.0,4500.0,0
54,210000.0,1,2,2,40,-1,-1,-1,-1,-2,-1,1582,0,715.0,0.0,0.0,275.0,258.0,715.0,0.0,0.0,270.0,375.0,0
55,80000.0,1,3,2,53,0,-1,-1,-1,-1,-1,9527,2067,3780.0,1449.0,563.0,4778.0,2076.0,3770.0,1443.0,558.0,4792.0,3077.0,0
56,100000.0,1,2,1,31,0,0,2,2,0,0,57503,59529,60969.0,62253.0,64268.0,61295.0,8660.0,2500.0,0.0,4000.0,2032.0,30000.0,0
57,160000.0,1,3,2,41,0,0,0,0,0,0,27563,14413,16694.0,15821.0,9908.0,0.0,5000.0,3053.0,5000.0,1020.0,0.0,7762.0,1
58,360000.0,0,6,2,54,-1,-1,-1,-2,-1,-1,3297,34228,-1.0,0.0,17000.0,0.0,34470.0,0.0,0.0,17239.0,0.0,13652.0,0
59,100000.0,1,2,2,35,0,0,-2,-2,-2,-2,15585,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60,310000.0,0,1,1,39,1,2,2,2,0,0,27459,30420,32833.0,36491.0,38596.0,40283.0,0.0,3550.0,0.0,1511.0,1505.0,1929.0,0
61,50000.0,1,2,2,41,1,2,2,0,0,0,59197,61562,56049.0,27430.0,25498.0,10721.0,5000.0,2500.0,1010.0,1102.0,343.0,400.0,0
62,370000.0,1,3,1,45,1,-1,-1,-1,-1,-1,208,14985,1857.0,5053.0,0.0,463.0,15266.0,1935.0,5087.0,0.0,468.0,0.0,0
63,160000.0,1,1,1,51,0,0,0,0,0,0,136128,87236,88228.0,78762.0,63811.0,36290.0,4000.0,5000.0,10000.0,10031.0,2000.0,1938.0,0
64,70000.0,1,2,2,60,-1,0,0,0,0,-2,35861,18116,18175.0,21415.0,0.0,0.0,1561.0,1800.0,2000.0,0.0,0.0,0.0,0
65,360000.0,1,1,2,44,-1,-1,-1,-1,-1,-1,16731,1473,1430.0,4944.0,4092.0,3812.0,1473.0,1434.0,4968.0,4090.0,3795.0,3000.0,0
66,120000.0,0,1,1,44,1,2,2,2,2,2,41439,40764,46281.0,52372.0,57877.0,57450.0,0.0,5000.0,1900.0,2000.0,4000.0,4980.0,0
67,500000.0,1,1,1,42,1,-1,-1,-1,-1,-1,0,17250,3565.0,2970.0,3000.0,3561.0,17267.0,4670.0,3076.0,3000.0,3479.0,2236.0,0
68,460000.0,1,1,1,47,2,2,2,0,0,2,2650,2500,390.0,150.0,357.0,690.0,0.0,0.0,0.0,500.0,0.0,0.0,1
69,360000.0,0,1,2,32,-1,-1,-1,-1,-1,-2,12895,3236,4389.0,6559.0,0.0,0.0,3252.0,4377.0,6534.0,0.0,0.0,0.0,0
70,120000.0,0,2,2,36,0,0,0,0,0,0,106552,110787,109937.0,43207.0,12927.0,529.0,6000.0,5000.0,2000.0,2000.0,102.0,626.0,0
71,360000.0,0,1,2,46,-1,-1,-1,-1,0,0,6346,4300,3810.0,8531.0,8323.0,17793.0,4309.0,3791.0,8587.0,0.0,2647.0,166.0,0
72,220000.0,1,1,1,42,1,-2,-2,-2,-2,-2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
73,60000.0,0,2,2,38,1,-2,-2,-1,2,2,-3,-4,0.0,71.0,300.0,0.0,0.0,0.0,0.0,500.0,0.0,7800.0,0
74,100000.0,1,4,1,45,-1,-1,-1,-1,-1,-1,780,390,360.0,9228.0,1031.0,855.0,394.0,400.0,9500.0,1154.0,849.0,0.0,0
75,210000.0,1,2,2,39,-2,-2,-2,-2,-2,-2,2361,3441,1032.0,415.0,590.0,686.0,3643.0,1034.0,401.0,0.0,693.0,0.0,0
76,20000.0,0,3,2,54,0,0,0,0,0,0,17974,19224,19390.0,19102.0,19799.0,0.0,1588.0,2000.0,1256.0,390.0,0.0,0.0,0
77,210000.0,1,1,1,39,0,0,0,0,0,0,91415,168938,56267.0,57149.0,109583.0,66535.0,101522.0,12000.0,20089.0,20000.0,30121.0,10000.0,0
78,80000.0,1,2,2,28,-1,-1,-1,-1,-1,-1,390,600,600.0,390.0,390.0,390.0,600.0,630.0,390.0,390.0,390.0,440.0,0
79,20000.0,0,2,2,50,0,0,0,-1,-1,-2,13881,12170,390.0,3287.0,0.0,0.0,1092.0,394.0,3267.0,0.0,0.0,0.0,1
80,70000.0,1,3,2,39,0,0,0,0,0,0,59795,60684,59225.0,60082.0,61991.0,57338.0,3200.0,3022.0,2800.0,3000.0,2500.0,2500.0,0
81,230000.0,0,1,1,37,-2,-2,-2,-2,-2,-2,1464,745,1481.0,-3.0,475.0,5038.0,742.0,1487.0,0.0,475.0,5039.0,820.0,1
82,390000.0,0,1,1,31,0,0,0,0,0,-2,11596,7402,6181.0,8100.0,7500.0,7740.0,1513.0,2008.0,1200.0,0.0,7705.0,1600.0,0
83,380000.0,0,1,2,41,-1,-1,-1,-1,-1,-1,1630,1733,390.0,0.0,390.0,3596.0,1734.0,390.0,0.0,390.0,3664.0,0.0,0
84,100000.0,1,2,2,44,-1,-1,-1,-1,-1,-1,390,390,390.0,339.0,0.0,362.0,390.0,390.0,341.0,0.0,348.0,390.0,0
85,50000.0,0,2,2,60,0,0,0,0,0,0,55262,58257,61926.0,31194.0,29802.0,27267.0,3016.0,2850.0,1210.0,1000.0,1000.0,1200.0,0
86,70000.0,0,1,1,67,2,2,0,0,0,0,48367,46768,48351.0,49496.0,99677.0,49104.0,0.0,2000.0,4000.0,2000.0,2000.0,2061.0,1
87,30000.0,0,2,1,31,2,0,0,-2,-2,-1,28729,1651,0.0,0.0,-30481.0,156600.0,1000.0,0.0,8.0,0.0,150000.0,2000.0,0
88,180000.0,1,2,1,36,1,2,-1,-1,-1,-1,48252,15000,16498.0,16359.0,5765.0,2262.0,0.0,32906.0,16266.0,5616.0,2253.0,492.0,0
89,80000.0,1,1,2,28,2,2,2,2,2,2,15979,15460,16693.0,16962.0,16253.0,17733.0,1200.0,1500.0,1000.0,600.0,1500.0,0.0,1
90,70000.0,0,3,1,46,0,0,0,0,0,0,60040,60776,59824.0,58902.0,61811.0,57407.0,2207.0,2483.0,2349.0,3000.0,3210.0,2630.0,0
91,50000.0,0,2,2,33,-1,-1,-1,-1,-1,0,390,390,390.0,390.0,832.0,390.0,390.0,390.0,390.0,832.0,0.0,390.0,1
92,330000.0,0,1,2,54,-2,-2,-2,-2,-2,-2,0,41219,2676.0,10496.0,18801.0,4874.0,41219.0,2766.0,10658.0,19215.0,5044.0,5000.0,0
93,470000.0,0,1,2,38,-1,-1,-1,-1,0,0,28489,43015,25689.0,82517.0,13547.0,9997.0,42541.0,25428.0,83490.0,8090.0,5000.0,10009.0,0
94,210000.0,0,2,1,30,0,0,0,0,0,2,91936,84598,86173.0,83094.0,72666.0,74441.0,3400.0,3916.0,3000.0,5500.0,0.0,3150.0,0
95,280000.0,1,1,1,39,-1,0,-1,-1,-1,-1,30903,33652,17495.0,1261.0,1959.0,0.0,5000.0,17453.0,1316.0,1972.0,0.0,245.0,0
96,210000.0,1,4,1,40,-2,-2,-2,-2,-2,-2,0,1765,4777.0,5620.0,4090.0,2931.0,1788.0,4775.0,5602.0,4090.0,2949.0,5373.0,1
97,110000.0,1,1,2,32,2,2,-2,-2,-2,-2,500,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
98,10000.0,0,1,2,40,0,0,0,0,0,0,9242,10240,6436.0,8377.0,7611.0,8646.0,1117.0,1200.0,1000.0,300.0,329.0,186.0,0
99,80000.0,0,2,2,41,3,2,2,7,7,7,63276,68595,62890.0,56788.0,25172.0,25543.0,0.0,4500.0,5000.0,5000.0,0.0,3700.0,1
100,80000.0,1,2,2,46,2,0,0,2,2,2,58043,59481,60263.0,61518.0,62348.0,64519.0,2200.0,7000.0,2800.0,0.0,2150.0,1861.0,1
101,250000.0,1,1,2,31,-2,-2,-2,-2,-2,-2,0,48544,4153.0,2765.0,26265.0,8961.0,50684.0,4670.0,2792.0,23788.0,11467.0,396.0,0
102,20000.0,1,1,2,38,0,0,0,0,0,-1,16621,17834,19598.0,17687.0,10708.0,5919.0,1333.0,1258.0,682.0,372.0,5910.0,0.0,0
103,10000.0,0,3,2,40,0,0,0,0,0,0,9075,8714,6005.0,7814.0,7814.0,9146.0,1100.0,1123.0,2000.0,0.0,2000.0,700.0,0
104,400000.0,1,2,2,42,0,0,0,0,0,0,49447,59781,86070.0,91898.0,49901.0,17529.0,10000.0,53704.0,2516.0,1019.0,1000.0,4137.0,0
105,80000.0,1,1,2,53,0,0,0,0,-2,-1,5800,7717,9649.0,0.0,0.0,11560.0,1203.0,2000.0,0.0,0.0,11493.0,953.0,0
106,120000.0,0,2,1,54,0,0,0,0,0,0,117287,120651,119953.0,116885.0,117403.0,109855.0,4400.0,4371.0,4552.0,4625.0,4167.0,3500.0,0
107,500000.0,0,1,1,37,-1,-1,-1,-1,-1,-1,386,678,645.0,300.0,618.0,946.0,674.0,645.0,302.0,618.0,945.0,600.0,1
108,100000.0,0,2,1,51,0,0,0,2,2,2,63977,67724,69329.0,72267.0,72705.0,76467.0,5000.0,7600.0,3000.0,3000.0,3000.0,3000.0,1
109,120000.0,0,1,2,43,-1,-1,-1,-1,-1,-1,3972,1531,3106.0,3400.0,380.0,1951.0,1522.0,3079.0,3510.0,390.0,1951.0,2063.0,0
110,150000.0,0,2,2,41,3,2,2,0,0,2,119715,120822,123460.0,125214.0,132252.0,145820.0,0.0,6000.0,4622.0,9400.0,5000.0,5000.0,1
111,30000.0,1,1,2,59,1,-2,-2,-2,-2,-2,6300,1531,4200.0,3645.0,0.0,0.0,1522.0,4360.0,3646.0,0.0,0.0,0.0,1
112,100000.0,0,2,1,63,1,2,0,0,0,2,103307,107761,106500.0,110236.0,103971.0,117635.0,3.0,4000.0,5170.0,7500.0,4300.0,3863.0,1
113,150000.0,1,1,1,36,-1,-1,-1,-1,-1,-1,18786,1462,10293.0,3600.0,18601.0,20835.0,1459.0,10670.0,3600.0,18601.0,8505.0,443.0,0
114,20000.0,0,2,2,31,1,3,2,0,0,-1,20386,19607,14464.0,1867.0,-1889.0,24672.0,2.0,0.0,100.0,0.0,25094.0,989.0,1
115,100000.0,1,2,1,44,-1,-1,-1,-1,0,0,91,1403,940.0,18700.0,19049.0,20235.0,1403.0,950.0,18740.0,1000.0,1000.0,900.0,1
116,200000.0,0,1,1,37,-2,-2,-2,-2,-2,-2,3509,82620,17471.0,20632.0,3142.0,10040.0,84267.0,17631.0,22571.0,3241.0,9955.0,0.0,1
117,160000.0,0,2,2,30,1,-1,-1,-2,-2,-2,0,676,0.0,0.0,0.0,0.0,678.0,0.0,0.0,0.0,0.0,0.0,1
118,160000.0,1,3,2,51,2,2,-2,-2,-2,-2,205150,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
119,270000.0,1,2,1,50,-2,-2,-2,-2,-2,-2,-173,-150,-200.0,63.0,-150.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0
120,50000.0,0,3,2,37,0,0,0,0,0,0,13191,14671,15774.0,16431.0,16615.0,16944.0,1300.0,1121.0,1268.0,595.0,600.0,163.0,0
121,170000.0,0,1,2,39,0,0,0,0,0,0,187146,179988,180439.0,172417.0,169664.0,173760.0,8000.0,5902.0,7061.0,6200.0,7000.0,6737.0,1
122,200000.0,0,1,1,44,-1,2,2,-1,0,0,2070,145,0.0,7472.0,9260.0,97451.0,0.0,0.0,7565.0,4000.0,93469.0,2419.0,1
123,50000.0,1,2,1,33,0,0,2,0,0,0,46413,48783,48546.0,46289.0,19839.0,19765.0,6324.0,0.0,1576.0,700.0,700.0,681.0,0
124,430000.0,0,2,1,51,-1,-1,-1,-1,0,0,10668,0,16556.0,37666.0,37029.0,24930.0,0.0,18862.0,37858.0,25000.0,22790.0,20030.0,0
125,270000.0,1,1,2,37,-1,-1,-1,0,0,-2,7147,4856,11510.0,21086.0,0.0,0.0,4570.0,11476.0,16037.0,0.0,0.0,3300.0,0
126,20000.0,0,3,2,30,-1,-1,2,2,-2,-2,4711,11792,12113.0,3450.0,2881.0,2673.0,11921.0,0.0,207.0,3103.0,2678.0,2718.0,0
127,90000.0,1,1,1,61,0,0,0,0,-1,-1,54268,75305,67450.0,590.0,3333.0,3502.0,2047.0,2500.0,0.0,5011.0,3498.0,2475.0,0
128,220000.0,0,1,2,47,-1,-1,-1,-1,-1,-1,35117,17330,58422.0,24856.0,3900.0,15165.0,17914.0,53796.0,22687.0,3930.0,15087.0,10000.0,0
129,120000.0,0,2,2,48,2,0,0,0,0,0,36802,7611,17333.0,12233.0,16270.0,16273.0,2500.0,8245.0,350.0,2000.0,2000.0,7505.0,0
130,220000.0,1,1,1,43,-1,-1,-1,-2,-1,-1,16783,11754,23031.0,9795.0,19000.0,2093.0,12329.0,22963.0,9844.0,19000.0,2110.0,33283.0,0
131,260000.0,0,1,1,43,-1,-1,-2,-2,-2,-2,6062,1531,0.0,0.0,0.0,0.0,1525.0,0.0,0.0,0.0,1700.0,0.0,0
132,150000.0,0,1,2,51,-2,-2,-2,-2,-2,-2,51997,4646,5472.0,9138.0,1686.0,9801.0,4664.0,5649.0,9233.0,1734.0,17677.0,29358.0,0
133,80000.0,1,2,2,41,-1,0,-1,-1,-1,-1,14932,21770,11317.0,6208.0,16378.0,2505.0,9967.0,11322.0,6009.0,16615.0,2434.0,1050.0,0
134,160000.0,1,3,1,47,-1,-1,-1,-1,-1,2,386,907,1453.0,2880.0,2165.0,-339603.0,928.0,1460.0,3046.0,2192.0,18.0,14.0,0
135,300000.0,1,2,1,34,0,0,0,0,0,0,79819,65457,62680.0,61408.0,55501.0,44286.0,2200.0,4800.0,2861.0,2600.0,10000.0,7595.0,1
136,360000.0,0,3,1,29,-2,2,-1,-1,-1,0,5432,2092,4150.0,3818.0,7241.0,0.0,0.0,4091.0,3870.0,7202.0,0.0,13182.0,0
137,120000.0,1,3,2,33,-1,-1,-1,-1,-1,-1,508,598,19640.0,447.0,686.0,300.0,635.0,19583.0,557.0,671.0,300.0,149763.0,0
138,30000.0,1,2,2,37,0,0,0,0,0,0,15054,16421,18061.0,18425.0,18814.0,19629.0,1500.0,2000.0,1290.0,1000.0,1000.0,2000.0,0
139,710000.0,0,2,1,50,2,2,2,2,3,2,95286,98374,97297.0,103945.0,137735.0,134135.0,8500.0,0.0,11300.0,0.0,5200.0,5500.0,0
140,210000.0,1,2,2,40,-1,-1,-1,-2,-1,-1,325,326,-117.0,-200.0,609.0,144.0,330.0,0.0,0.0,579.0,148.0,0.0,1
141,50000.0,0,1,3,56,0,0,0,0,0,0,55262,50184,49814.0,50032.0,20306.0,20277.0,2098.0,2310.0,1130.0,594.0,778.0,593.0,0
142,20000.0,1,1,2,33,1,2,2,2,2,2,14034,16758,16432.0,17354.0,17760.0,17297.0,1600.0,0.0,2000.0,0.0,2000.0,0.0,0
143,300000.0,0,1,1,54,-2,-2,-2,-2,-2,-2,0,225,4247.0,13634.0,749.0,2009.0,227.0,4242.0,13615.0,791.0,2006.0,10000.0,0
144,20000.0,0,2,2,39,0,0,0,2,0,0,11573,12951,22339.0,19776.0,18650.0,19131.0,1500.0,4500.0,0.0,701.0,800.0,1746.0,1
145,90000.0,1,2,2,37,0,0,0,0,0,0,112212,90500,61110.0,26400.0,92715.0,91136.0,3500.0,3500.0,3000.0,20000.0,3293.0,0.0,1
146,140000.0,0,2,1,27,0,-1,-1,-1,0,0,1544,2961,1712.0,1235.0,9508.0,5706.0,3016.0,1709.0,1237.0,800.0,1002.0,1000.0,0
147,30000.0,1,2,2,59,0,0,0,0,0,0,20044,18866,20123.0,21448.0,21897.0,22435.0,1500.0,1626.0,1664.0,790.0,717.0,1000.0,0
148,220000.0,1,2,1,32,0,0,2,0,-2,-2,24708,20624,16280.0,-2540.0,-2377.0,1069.0,2497.0,0.0,0.0,2000.0,3202.0,0.0,0
149,20000.0,1,2,2,41,2,0,0,0,0,0,20138,37198,18808.0,19215.0,19816.0,18574.0,1300.0,1400.0,1000.0,1000.0,692.0,1011.0,0
150,210000.0,1,3,2,34,0,0,0,0,0,-1,38386,39943,38685.0,37135.0,4867.0,4381.0,2000.0,2046.0,3246.0,1000.0,5793.0,2000.0,0
151,230000.0,1,1,1,56,1,-1,-1,-1,-1,-2,-5,4582,5755.0,100940.0,0.0,0.0,5182.0,5806.0,90000.0,0.0,220.0,10342.0,0
152,500000.0,1,1,1,45,-1,-1,-1,-1,0,-1,6197,10445,650.0,789.0,390.0,23726.0,10427.0,730.0,790.0,0.0,23905.0,35114.0,0
153,160000.0,1,2,1,43,1,2,0,0,2,0,34171,38036,40162.0,42641.0,41352.0,40573.0,36.0,2156.0,5133.0,0.0,1400.0,1241.0,1
154,30000.0,1,2,2,42,-1,-1,-1,-1,0,-1,396,390,390.0,891.0,964.0,316.0,390.0,390.0,862.0,0.0,316.0,390.0,0
155,240000.0,1,1,1,35,-1,-1,-1,-1,-1,-1,3833,82620,4040.0,8855.0,5122.0,18327.0,86367.0,4039.0,8372.0,5122.0,18543.0,6260.0,0
156,20000.0,1,2,2,49,0,0,0,2,2,2,17971,17237,19752.0,18542.0,16305.0,17606.0,1597.0,3170.0,0.0,1.0,1401.0,0.0,1
157,30000.0,1,3,1,35,-1,-1,-1,0,0,-2,29568,410,13876.0,10291.0,0.0,0.0,416.0,12797.0,0.0,0.0,0.0,0.0,0
158,90000.0,1,2,2,53,-1,0,0,2,0,0,20706,32562,35228.0,34952.0,34734.0,34743.0,45200.0,2000.0,0.0,2000.0,2000.0,1800.0,0
159,170000.0,1,2,2,51,-1,-1,-1,-1,0,-1,316,316,316.0,398.0,0.0,330.0,316.0,316.0,996.0,0.0,326.0,0.0,1
160,60000.0,1,2,1,46,-1,-1,-1,-2,-2,-2,390,780,0.0,0.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,0
161,200000.0,0,3,2,36,1,2,0,0,0,0,14460,10403,9429.0,8252.0,1000.0,-1.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0
