,ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
17,17,49765.0,2,5,1,32,0,0,0,0,0,0,21636.0,21890.0,39255.0,50222.0,55816.0,47587.0,401.0,0.0,2697.0,1866.0,694.0,2234.0,0
18,18,44930.0,2,2,3,33,2,0,0,0,0,0,9230.0,15960.0,47194.0,27525.0,26689.0,23109.0,0.0,1299.0,174.0,0.0,317.0,2455.0,0
19,19,247645.0,1,1,2,37,0,0,0,0,0,0,364932.0,109145.0,17788.0,226205.0,248915.0,324548.0,6073.0,2254.0,2158.0,17228.0,11426.0,32987.0,0
20,20,45032.0,2,2,1,39,0,0,0,0,0,0,15142.0,18264.0,41353.0,21409.0,18399.0,20869.0,0.0,139.0,209.0,3778.0,1807.0,2048.0,0
21,21,314606.0,2,6,2,43,0,0,0,-2,-2,-2,10004.0,42429.0,8358.0,817.0,-935.0,100.0,695.0,969.0,317.0,0.0,113.0,83.0,0
22,22,84320.0,2,3,1,46,0,0,0,0,0,0,112279.0,77146.0,78673.0,92186.0,68637.0,97897.0,1562.0,2976.0,2145.0,2430.0,2910.0,1106.0,0
23,23,119142.0,1,2,1,31,1,-2,-2,-2,-2,-2,2470.0,360.0,-384.0,245.0,236.0,-1218.0,0.0,0.0,396.0,100.0,0.0,0.0,1
24,24,54002.0,2,1,2,40,2,2,2,2,2,2,6339.0,7848.0,38485.0,50344.0,30129.0,51367.0,0.0,400.0,0.0,0.0,761.0,2923.0,1
25,25,370824.0,2,1,2,37,-1,-1,-1,-2,-2,-2,193.0,133.0,-1107.0,931.0,1417.0,274.0,0.0,168.0,0.0,0.0,317.0,0.0,0
26,26,376982.0,2,4,1,34,-2,-2,-2,-2,-2,-2,2410.0,1565.0,-1918.0,946.0,2003.0,-174.0,157.0,652.0,0.0,0.0,50.0,0.0,0
27,27,70548.0,2,1,1,31,0,0,0,0,0,0,30683.0,8584.0,26063.0,35762.0,20570.0,34576.0,844.0,0.0,1548.0,0.0,1201.0,12074.0,0
28,28,18827.0,1,2,1,30,0,0,0,0,0,0,1488.0,5648.0,42999.0,20278.0,5998.0,1469.0,354.0,412.0,0.0,2894.0,489.0,130.0,0
29,29,123962.0,2,1,3,30,1,-2,-1,-1,-1,-1,713.0,950.0,1732.0,828.0,391.0,344.0,0.0,920.0,3021.0,3784.0,3304.0,2440.0,0
30,30,137769.0,2,2,2,35,0,0,0,0,0,0,45268.0,82864.0,78805.0,40317.0,79344.0,71915.0,5354.0,4987.0,1771.0,1368.0,3603.0,2201.0,0
31,31,374087.0,2,2,1,31,0,0,0,0,0,0,20315.0,10418.0,76532.0,9493.0,7296.0,475.0,523.0,895.0,0.0,6236.0,99.0,1234.0,0
32,32,84970.0,2,1,2,29,0,0,0,0,0,0,97098.0,66702.0,130071.0,47720.0,83999.0,89368.0,3805.0,3194.0,2513.0,1722.0,2992.0,2869.0,0
33,33,165428.0,1,2,1,48,0,0,0,0,0,0,170231.0,156421.0,128964.0,102529.0,68749.0,67083.0,7800.0,3114.0,71721.0,1597.0,4250.0,2391.0,0
34,34,15681.0,2,3,3,54,1,0,0,0,0,0,16499.0,17496.0,3083.0,20766.0,2234.0,12959.0,1329.0,456.0,922.0,119.0,2041.0,3021.0,0
35,35,366768.0,2,1,2,56,-2,-2,-2,-2,-2,-2,1705.0,-324.0,-2240.0,-443.0,1121.0,-125.0,0.0,581.0,561.0,0.0,366.0,185.0,0
36,36,22242.0,1,3,1,46,0,0,0,0,0,0,22810.0,34222.0,29487.0,7374.0,2267.0,3854.0,0.0,1296.0,185.0,200.0,132.0,393.0,1
37,37,47016.0,2,4,3,53,0,0,0,0,0,-1,31070.0,34164.0,12753.0,6362.0,1086.0,-563.0,0.0,186.0,0.0,48.0,0.0,367.0,0
38,38,77670.0,2,2,2,30,1,-1,-1,2,-1,0,-1040.0,-544.0,800.0,24169.0,92136.0,33735.0,908.0,685.0,540.0,4576.0,6057.0,3511.0,0
39,39,25017.0,2,3,2,51,-1,-1,0,-1,0,-1,34234.0,12352.0,13182.0,29804.0,758.0,-29.0,264.0,438.0,0.0,321.0,1498.0,280.0,0
40,40,66953.0,2,2,2,36,0,0,0,0,0,0,100941.0,114575.0,82408.0,60803.0,-699.0,975.0,7744.0,3260.0,711.0,604.0,339.0,24.0,0
41,41,14552.0,1,3,1,51,2,3,2,3,0,3,6876.0,47254.0,50403.0,23465.0,12491.0,19139.0,546.0,1356.0,0.0,2770.0,793.0,2520.0,0
42,42,52857.0,2,3,1,50,2,0,0,0,0,0,48628.0,38384.0,33885.0,23581.0,15248.0,19667.0,0.0,3507.0,1489.0,109.0,140.0,418.0,1
43,43,190032.0,1,5,2,53,-1,-1,-1,-1,-1,-1,-1753.0,-691.0,1395.0,107.0,1442.0,-1065.0,4788.0,7036.0,82546.0,7136.0,14031.0,13304.0,0
44,44,65658.0,2,2,3,39,-2,-2,-2,-2,-2,-2,10676.0,2801.0,-3150.0,-1039.0,608.0,-502.0,743.0,35.0,185.0,0.0,178.0,0.0,0
45,45,289173.0,1,1,3,43,-1,0,-1,-1,-1,-1,-1708.0,-1417.0,626.0,169.0,-412.0,-2365.0,68.0,1467.0,795.0,119.0,485.0,12777.0,0
46,46,142112.0,2,3,2,52,-1,3,0,0,2,0,249578.0,179240.0,111976.0,139432.0,121866.0,107890.0,6130.0,5394.0,1408.0,2239.0,2096.0,2110.0,0
47,47,220198.0,2,3,0,39,0,0,0,2,0,0,318599.0,15177.0,145727.0,138123.0,14451.0,-2510.0,22594.0,20915.0,6766.0,8256.0,25865.0,9404.0,0
48,48,80218.0,1,3,1,46,-1,-1,2,0,0,0,257084.0,115688.0,26232.0,118453.0,130069.0,19525.0,4704.0,1497.0,3424.0,1392.0,6902.0,2950.0,0
49,49,77430.0,2,3,1,41,2,0,0,0,2,2,48108.0,6424.0,10557.0,10147.0,34636.0,241038.0,2123.0,2320.0,399.0,7298.0,6778.0,2141.0,1
50,50,235753.0,1,1,2,57,-2,0,2,-2,-2,-2,9052.0,5548.0,14645.0,-1377.0,-628.0,-991.0,3860.0,2966.0,0.0,0.0,345.0,64.0,0
51,51,91519.0,2,5,1,53,1,2,2,2,0,0,-571.0,-1402.0,-1774.0,19838.0,71293.0,34754.0,0.0,0.0,1920.0,234.0,1403.0,5703.0,0
52,52,48996.0,1,2,2,27,0,0,0,0,0,0,41138.0,34954.0,53004.0,53858.0,50959.0,48971.0,685.0,2928.0,1148.0,5021.0,2395.0,2010.0,0
53,53,482007.0,1,2,2,27,0,-1,0,0,0,0,6420.0,58664.0,17153.0,3568.0,15305.0,9096.0,787.0,4113.0,5081.0,5932.0,6562.0,2532.0,0
54,54,149294.0,2,2,1,32,0,0,0,0,0,0,47401.0,42295.0,57105.0,55660.0,39434.0,55987.0,1489.0,307.0,1112.0,1306.0,1187.0,3177.0,0
55,55,373228.0,1,1,2,55,-2,-2,-2,-2,-2,-2,554.0,2002.0,-2036.0,-741.0,1119.0,-144.0,0.0,0.0,0.0,17.0,600.0,0.0,0
56,56,111064.0,2,2,3,54,0,0,0,0,0,0,54624.0,33906.0,26105.0,26357.0,32836.0,12369.0,1679.0,1240.0,591.0,0.0,1123.0,1987.0,0
57,57,151880.0,2,2,2,33,0,0,0,0,0,0,23188.0,6640.0,25812.0,24245.0,11279.0,8289.0,2056.0,2311.0,1321.0,2633.0,313.0,1902.0,0
58,58,194429.0,2,1,2,28,1,-2,-2,-2,-2,0,-2834.0,-2005.0,-1531.0,1488.0,692.0,1141.0,0.0,0.0,1676.0,0.0,2367.0,171.0,0
59,59,47553.0,2,2,2,30,2,2,0,0,0,2,6285.0,24683.0,7637.0,21254.0,29011.0,8062.0,0.0,4068.0,249.0,6178.0,151.0,1120.0,0
60,60,107975.0,1,1,2,31,2,0,0,0,2,0,218994.0,77497.0,145214.0,127177.0,166463.0,133995.0,6506.0,2606.0,5965.0,6391.0,3991.0,6735.0,0
61,61,68849.0,2,3,0,50,-1,2,0,0,0,0,16534.0,20116.0,41154.0,50208.0,27145.0,11730.0,434.0,3450.0,550.0,0.0,1589.0,1031.0,0
62,62,56031.0,1,1,2,59,1,3,3,2,2,2,-650.0,10808.0,-230.0,1313.0,1627.0,40493.0,0.0,391.0,822.0,0.0,307.0,361.0,0
63,63,170961.0,1,3,2,32,0,0,0,0,0,0,187806.0,188827.0,179849.0,138254.0,137702.0,231471.0,14193.0,4790.0,2357.0,9244.0,9039.0,6678.0,0
64,64,47749.0,2,2,2,31,0,0,0,0,0,0,51218.0,26980.0,50768.0,14443.0,5497.0,14294.0,423.0,6019.0,1095.0,4047.0,2016.0,1717.0,0
65,65,148313.0,2,2,1,43,0,0,0,0,0,0,114662.0,73523.0,149590.0,65122.0,86490.0,87971.0,3126.0,2538.0,2569.0,1435.0,2975.0,1301.0,0
66,66,52915.0,1,2,2,27,0,0,0,0,0,0,61476.0,36944.0,51024.0,28488.0,26063.0,15968.0,1808.0,2716.0,3416.0,1576.0,2151.0,2378.0,1
67,67,279957.0,1,2,1,40,2,2,0,2,0,-1,78938.0,44967.0,29783.0,71717.0,49724.0,155154.0,733.0,848.0,372.0,5737.0,4753.0,3115.0,1
68,68,47847.0,1,1,2,29,2,2,0,0,2,2,53793.0,19084.0,41038.0,30935.0,58749.0,50761.0,757.0,3532.0,1198.0,4167.0,1334.0,1898.0,0
69,69,98572.0,2,2,2,29,0,0,0,0,-1,2,19030.0,41014.0,5719.0,25758.0,12667.0,16051.0,2955.0,8542.0,278.0,123.0,2346.0,285.0,1
70,70,77121.0,2,2,2,24,0,0,0,0,0,0,82422.0,102614.0,67849.0,83029.0,49903.0,56399.0,441.0,5092.0,3374.0,3795.0,1339.0,1636.0,0
71,71,245364.0,2,1,2,23,-1,-1,-1,-1,-1,-1,1488.0,1663.0,1574.0,17794.0,13961.0,3630.0,2680.0,412.0,542.0,386.0,28493.0,2080.0,1
72,72,44468.0,1,2,2,36,2,0,0,0,0,0,90349.0,53537.0,34435.0,28603.0,25952.0,44837.0,0.0,4434.0,2089.0,8180.0,940.0,1831.0,0
73,73,20833.0,1,1,2,22,1,2,2,0,-1,0,-1494.0,-5981.0,820.0,15485.0,14273.0,7595.0,719.0,2075.0,731.0,2915.0,2630.0,1642.0,0
74,74,87109.0,2,6,2,29,0,0,0,0,0,0,105375.0,84708.0,130409.0,57617.0,50503.0,62537.0,4008.0,3121.0,3263.0,1495.0,1939.0,1560.0,0
75,75,72769.0,2,1,2,29,-1,-2,-2,-1,0,-1,71.0,-1766.0,1535.0,8.0,821.0,828.0,152.0,1830.0,1903.0,2168.0,2237.0,1043.0,0
76,76,299849.0,1,2,2,32,-1,-1,-1,-1,-1,-1,1251.0,46737.0,368.0,661.0,-59.0,894.0,3913.0,1800.0,196.0,0.0,29.0,177.0,0
77,77,22960.0,1,1,2,23,0,0,0,0,0,-1,1315.0,-4266.0,21282.0,35427.0,10661.0,8274.0,1932.0,2042.0,833.0,897.0,347.0,1291.0,0
78,78,349246.0,2,2,1,50,-1,-1,-1,0,0,-1,8745.0,29202.0,17928.0,25419.0,508.0,78.0,1691.0,1521.0,767.0,1694.0,2973.0,4369.0,0
79,79,51757.0,2,2,1,34,0,0,0,0,0,0,30833.0,20214.0,29588.0,26896.0,20305.0,13936.0,763.0,0.0,1801.0,840.0,0.0,947.0,0
80,80,21307.0,2,3,2,29,0,0,0,0,0,2,3127.0,1929.0,5949.0,17782.0,11406.0,3335.0,1572.0,9499.0,1029.0,5131.0,553.0,705.0,0
81,81,89221.0,2,2,1,45,-1,-1,-1,-1,-1,-1,-2227.0,-2125.0,-1444.0,-1007.0,1389.0,8586.0,131.0,1263.0,2295.0,91.0,2562.0,1009.0,0
82,82,208048.0,2,2,1,34,-1,-1,-1,-1,-1,-1,12894.0,-60.0,-705.0,2040.0,1221.0,217.0,0.0,69.0,0.0,0.0,321.0,218.0,1
83,83,17697.0,2,2,2,44,3,0,0,-2,-1,-1,-2972.0,9498.0,2791.0,26.0,808.0,-928.0,0.0,564.0,281.0,514.0,371.0,1127.0,1
84,84,115119.0,2,1,2,34,0,0,0,0,0,0,40145.0,43717.0,50336.0,38921.0,43579.0,32589.0,28664.0,4241.0,36078.0,58977.0,4470.0,27761.0,0
85,85,293107.0,2,1,2,32,-1,-1,-1,-1,-1,0,437.0,23143.0,100011.0,9617.0,17370.0,12707.0,9808.0,4441.0,9007.0,15857.0,3697.0,3115.0,0
86,86,21198.0,2,3,1,53,-1,2,2,3,2,2,35806.0,27456.0,30825.0,22647.0,17019.0,138022.0,6384.0,2941.0,7983.0,2.0,1506.0,2244.0,1
87,87,57860.0,2,1,1,34,0,0,0,0,0,0,43169.0,51534.0,35858.0,-910.0,163.0,11273.0,4301.0,1407.0,0.0,83.0,39.0,591.0,0
88,88,346886.0,2,2,2,35,0,0,0,0,0,0,95420.0,225405.0,202459.0,155408.0,86333.0,79088.0,4588.0,6897.0,3095.0,5292.0,7293.0,2334.0,0
89,89,123318.0,2,2,2,50,0,0,0,0,-1,-1,13022.0,4322.0,-525.0,605.0,1611.0,-869.0,875.0,0.0,2575.0,8915.0,259.0,0.0,0
90,90,324565.0,1,1,1,33,-2,-1,-2,-2,-1,-2,-1574.0,-739.0,-1311.0,100.0,-88.0,1233.0,0.0,7220.0,0.0,581.0,634.0,170.0,0
91,91,23116.0,1,2,2,41,-1,-1,2,-1,-1,-1,-2595.0,1502.0,1490.0,1921.0,1668.0,-450.0,0.0,0.0,0.0,564.0,394.0,4527.0,0
92,92,75324.0,2,3,0,43,0,0,0,0,0,0,46515.0,83750.0,54679.0,57248.0,45909.0,53138.0,28327.0,4880.0,2568.0,60783.0,1638.0,4012.0,0
93,93,76097.0,2,3,0,39,1,-2,2,2,-2,-2,52171.0,49916.0,18575.0,6496.0,11270.0,11524.0,1377.0,3581.0,0.0,294.0,14.0,4598.0,1
94,94,254556.0,2,2,2,27,-2,0,-2,-2,-2,-2,13566.0,15941.0,7719.0,398.0,3780.0,5649.0,8710.0,2135.0,0.0,0.0,734.0,102.0,0
95,95,216108.0,2,2,2,29,0,0,-2,-2,-2,-2,62147.0,33007.0,9270.0,739.0,404.0,1066.0,3104.0,1963.0,0.0,0.0,363.0,411.0,0
96,96,258573.0,2,1,2,51,-2,-2,-2,-2,-2,-2,16697.0,-1074.0,-3025.0,303.0,-189.0,624.0,4497.0,12553.0,362.0,5519.0,91.0,0.0,0
97,97,25259.0,2,1,2,30,0,0,0,0,0,-1,43457.0,39636.0,34135.0,2783.0,43.0,380.0,1294.0,3502.0,883.0,0.0,2304.0,193.0,0
98,98,46189.0,1,2,2,28,2,2,0,0,2,2,84382.0,56902.0,72339.0,42714.0,48399.0,101432.0,1495.0,272.0,679.0,2839.0,5847.0,2453.0,1
99,99,430590.0,1,1,1,39,1,-2,-2,-2,-2,-2,1982.0,-1351.0,-2852.0,-160.0,380.0,-631.0,0.0,0.0,15.0,0.0,475.0,0.0,0
100,100,352126.0,2,1,0,33,1,-1,-2,-2,-2,-2,-576.0,3751.0,-1297.0,732.0,114.0,-366.0,0.0,0.0,0.0,0.0,602.0,0.0,0
101,101,338131.0,2,1,1,38,-2,-2,0,0,0,-1,9204.0,16037.0,11553.0,16913.0,38652.0,15620.0,507.0,17244.0,794.0,11299.0,5105.0,2791.0,1
102,102,277103.0,1,1,1,48,-1,-1,-1,-1,0,0,679.0,-3085.0,11244.0,6637.0,7327.0,1279.0,474.0,8300.0,5918.0,4990.0,2082.0,4170.0,0
103,103,50300.0,1,3,1,40,0,0,-1,-1,-2,-1,40238.0,5821.0,1671.0,685.0,-620.0,815.0,2075.0,1297.0,59.0,0.0,67.0,347.0,0
104,104,49479.0,1,5,2,29,-1,-1,-1,0,0,-1,53207.0,20933.0,25810.0,46220.0,-1521.0,4217.0,13243.0,0.0,411.0,6202.0,461.0,11751.0,0
105,105,169063.0,2,2,2,40,-1,-1,-1,-1,-1,-1,606.0,-2265.0,-1426.0,2108.0,-723.0,-1012.0,480.0,1393.0,2624.0,3655.0,99.0,1934.0,0
106,106,298155.0,2,0,2,27,-2,-1,-1,-1,-1,-1,4272.0,1392.0,2162.0,9891.0,4594.0,703.0,14745.0,3617.0,13778.0,16298.0,3342.0,7458.0,0
107,107,291735.0,1,2,2,49,-1,0,-1,-1,-1,-1,32628.0,41705.0,1254.0,10828.0,7312.0,13181.0,2600.0,4309.0,463.0,34373.0,1929.0,2038.0,0
108,108,268949.0,1,6,1,63,0,0,0,0,0,0,268644.0,207867.0,284006.0,148731.0,98803.0,124059.0,5150.0,2552.0,3776.0,5222.0,6084.0,1853.0,0
109,109,190395.0,2,3,2,31,0,0,0,0,0,2,76958.0,79339.0,100937.0,19561.0,6253.0,12379.0,7516.0,3217.0,2491.0,4860.0,1203.0,2547.0,0
110,110,143036.0,2,2,2,25,0,0,0,0,0,0,78493.0,17827.0,27456.0,24099.0,50182.0,35924.0,4216.0,2346.0,410.0,584.0,2613.0,795.0,0
111,111,172897.0,2,3,1,60,-1,-1,0,-1,0,0,57214.0,41466.0,45319.0,44206.0,27852.0,46606.0,29804.0,864.0,692.0,1966.0,13830.0,961.0,0
112,112,185098.0,2,1,2,41,1,-2,-2,-2,-1,-1,-295.0,-457.0,-1352.0,511.0,1183.0,1123.0,0.0,39.0,931.0,114.0,7797.0,1023.0,0
113,113,24311.0,2,3,1,44,-1,-1,2,-1,-1,-1,-231.0,4985.0,8569.0,32031.0,28488.0,31150.0,496.0,1157.0,7521.0,431.0,554.0,990.0,0
114,114,106241.0,2,2,2,29,1,-1,2,-2,-1,-1,1878.0,-35.0,-231.0,-57.0,1161.0,-1449.0,0.0,0.0,0.0,5977.0,394.0,0.0,0
115,115,213983.0,1,1,2,29,0,0,0,0,0,0,70941.0,90880.0,42850.0,52560.0,46066.0,47451.0,1513.0,2414.0,2012.0,1767.0,1797.0,2934.0,0
116,116,13766.0,1,1,2,25,1,3,2,2,2,2,4933.0,13186.0,-2277.0,24759.0,28274.0,48349.0,936.0,0.0,3420.0,1082.0,153.0,1515.0,1
117,117,256259.0,2,2,2,32,0,0,0,0,0,0,83448.0,31523.0,62165.0,37696.0,41885.0,12967.0,711.0,3725.0,2093.0,278.0,2450.0,1676.0,0
118,118,19353.0,1,1,2,29,-1,0,0,0,0,2,14465.0,13701.0,20586.0,22468.0,13696.0,14843.0,616.0,1062.0,167.0,67.0,443.0,2374.0,1
119,119,290376.0,2,2,1,58,-1,-1,-1,-1,0,0,-571.0,-464.0,1717.0,23203.0,11271.0,15913.0,1472.0,3041.0,2527.0,1064.0,935.0,1591.0,0
120,120,62552.0,2,1,2,23,1,2,2,2,2,2,59124.0,39825.0,24822.0,36441.0,29030.0,35306.0,691.0,138.0,0.0,0.0,2244.0,474.0,0
121,121,199376.0,2,2,2,25,-1,-1,-1,-1,0,-1,-2020.0,113.0,3044.0,326.0,-851.0,-242.0,1768.0,0.0,1267.0,0.0,2515.0,2588.0,0
122,122,13202.0,2,2,2,25,0,0,0,0,0,0,15639.0,12808.0,17819.0,30823.0,10710.0,2422.0,1502.0,422.0,391.0,1010.0,509.0,1273.0,0
123,123,19870.0,2,1,2,25,-1,0,0,0,0,0,13334.0,11237.0,14512.0,12506.0,14481.0,5227.0,354.0,1447.0,237.0,1634.0,3595.0,889.0,0
124,124,169160.0,2,1,2,31,-1,-1,-1,0,-1,-1,16868.0,8122.0,5680.0,10533.0,6641.0,8640.0,3771.0,9715.0,544.0,16719.0,2098.0,12394.0,0
125,125,384378.0,1,2,1,36,-2,-2,-2,-2,-2,-2,-495.0,1059.0,11475.0,6848.0,5372.0,13163.0,58.0,736.0,1150.0,117.0,97.0,19483.0,1
126,126,86872.0,1,3,1,51,0,0,0,0,0,0,148235.0,136709.0,3716.0,99418.0,117756.0,-279.0,10114.0,4798.0,1812.0,1823.0,1834.0,29420.0,0
127,127,260662.0,2,1,2,24,1,0,0,0,0,-1,773.0,11927.0,-1370.0,16475.0,11681.0,24945.0,1233.0,0.0,600.0,0.0,2998.0,190.0,0
128,128,11522.0,1,1,2,54,0,0,0,-1,-1,-1,7849.0,21697.0,13343.0,9064.0,-251.0,983.0,1476.0,957.0,0.0,612.0,171.0,3898.0,0
129,129,88910.0,2,1,2,23,0,0,0,0,0,0,211348.0,131070.0,132538.0,143806.0,106146.0,38766.0,1170.0,5163.0,1455.0,6489.0,9356.0,2238.0,0
130,130,183884.0,2,1,2,30,-1,-1,-1,-1,-1,-1,663.0,-1179.0,767.0,1202.0,-1119.0,-314.0,1212.0,4241.0,87.0,140.0,1604.0,153.0,1
131,131,175402.0,2,1,2,34,-2,-1,-1,-2,-2,-2,1495.0,2344.0,-1568.0,722.0,460.0,-384.0,640.0,1614.0,180.0,116.0,190.0,924.0,0
132,132,281510.0,2,2,1,38,-1,-1,-1,-1,-1,-1,598.0,-1365.0,2037.0,-1140.0,-4.0,502.0,3092.0,1220.0,226.0,0.0,354.0,1199.0,0
133,133,286289.0,2,2,2,31,2,0,0,0,0,0,94853.0,38863.0,51723.0,51542.0,335035.0,326837.0,1563.0,12453.0,23262.0,37479.0,9421.0,2336.0,1
134,134,70915.0,2,1,2,37,-2,-2,-2,-2,-2,-2,-2325.0,-312.0,-2247.0,610.0,8751.0,115.0,0.0,383.0,798.0,0.0,6238.0,3545.0,0
135,135,46590.0,1,2,1,36,0,0,0,0,0,0,39572.0,37391.0,42466.0,40679.0,9259.0,19817.0,0.0,3601.0,2251.0,1857.0,0.0,669.0,0
136,136,71245.0,2,4,0,45,0,0,-1,-2,-2,-2,17977.0,19463.0,-906.0,879.0,-256.0,956.0,1327.0,522.0,0.0,0.0,0.0,1154.0,0
137,137,170197.0,2,1,2,32,1,-1,0,0,0,0,142494.0,71522.0,109771.0,45614.0,73887.0,125702.0,2066.0,3078.0,1756.0,4608.0,4329.0,2770.0,0
138,138,72339.0,2,2,2,38,0,0,0,0,0,0,81469.0,129964.0,106496.0,122388.0,120204.0,115869.0,2361.0,3969.0,746.0,1473.0,1946.0,2210.0,0
139,139,81860.0,2,1,2,29,0,0,0,0,0,0,25700.0,60549.0,27925.0,31718.0,51401.0,39953.0,1119.0,979.0,1009.0,4864.0,1702.0,938.0,0
140,140,90431.0,2,1,2,29,0,0,0,0,0,0,72629.0,15363.0,42565.0,32869.0,49531.0,17673.0,763.0,1844.0,1388.0,520.0,1876.0,1658.0,0
141,141,316233.0,2,2,1,54,-1,-1,-1,-1,-1,-1,1936.0,325.0,-249.0,2221.0,894.0,-81.0,3057.0,0.0,0.0,22.0,0.0,0.0,0
142,142,71345.0,1,2,1,38,0,0,0,0,0,0,67319.0,49327.0,72783.0,36637.0,46211.0,45344.0,1483.0,5679.0,0.0,0.0,2361.0,1598.0,1
143,143,74063.0,2,1,2,38,0,0,0,0,0,0,159644.0,36493.0,74058.0,67493.0,53926.0,46770.0,1780.0,2886.0,785.0,1529.0,928.0,1683.0,0
144,144,16550.0,2,1,2,34,1,-1,-1,-1,-1,0,921.0,621.0,-1934.0,1760.0,13784.0,1037.0,24.0,327.0,2684.0,952.0,1696.0,1632.0,0
145,145,104086.0,1,2,2,32,0,0,0,0,0,0,41771.0,38354.0,34941.0,35532.0,4721.0,11510.0,1164.0,2723.0,0.0,1728.0,152.0,403.0,0
146,146,113657.0,2,2,2,26,0,0,0,0,2,2,114974.0,124649.0,131541.0,104672.0,136530.0,122095.0,2631.0,1133.0,3633.0,3571.0,1737.0,6404.0,0
147,147,255723.0,2,2,2,30,0,0,0,0,0,0,259257.0,127705.0,264126.0,170137.0,218529.0,100584.0,4109.0,4478.0,6730.0,6815.0,1833.0,2975.0,0
148,148,12807.0,2,3,2,34,0,0,0,0,0,0,10831.0,7572.0,4719.0,7039.0,22432.0,2106.0,1010.0,688.0,1235.0,128.0,329.0,3815.0,0
149,149,84088.0,1,2,2,30,0,0,0,0,0,0,73795.0,101508.0,140622.0,32172.0,48717.0,42782.0,3949.0,4292.0,814.0,558.0,4679.0,2724.0,0
